stratum,repo,prA,prB,label,conflict_has_content,conflict_is_content_only,retrieved_at_utc,oid_scope,git_version,fetch_parameters,diff_parameters,api_headA_oid,api_headB_oid,headA_oid,headB_oid,baseA_oid,baseB_oid,merge_base_oid,filesA,hunksA,filesB,hunksB,status
cross,reeze/php-leveldb,52,54,CLEAN,false,false,2026-09-16T23:32:04.404282+00:00,current-pr-heads-at-extraction; not frozen replay OIDs,git version 2.50.1 (Apple Git-155),refs/pull/N/head; --no-tags; depth 80; depth 600 retry if no merge base,git -c diff.renames=true -c diff.algorithm=myers diff --no-ext-diff --no-textconv --unified=0; default whitespace; binary paths count as files and contribute zero hunks,16d37e9010d208a18715a40ef6a8ad62296fdf33,22791bedf00d44ed8e1a4a6cc2c869c85fb819f0,16d37e9010d208a18715a40ef6a8ad62296fdf33,22791bedf00d44ed8e1a4a6cc2c869c85fb819f0,70ecae7103dbfe0817740f1c2aeaed551e2f67f6,70ecae7103dbfe0817740f1c2aeaed551e2f67f6,70ecae7103dbfe0817740f1c2aeaed551e2f67f6,2,2,1,8,OK
same,orbitinghail/graft,132,133,CLEAN,false,false,2026-09-16T23:47:21.605762+00:00,current-pr-heads-at-extraction; not frozen replay OIDs,git version 2.50.1 (Apple Git-155),refs/pull/N/head; --no-tags; depth 80; depth 600 retry if no merge base,git -c diff.renames=true -c diff.algorithm=myers diff --no-ext-diff --no-textconv --unified=0; default whitespace; binary paths count as files and contribute zero hunks,2c86dd852c1d9fbc31bf74b6c328593b5d16c90e,4b8ae57e830851a34ae7fb6a140b65f006452d97,2c86dd852c1d9fbc31bf74b6c328593b5d16c90e,4b8ae57e830851a34ae7fb6a140b65f006452d97,84ffc5b39589b16459cab6168a5649d0d4a17dc6,6439d00de3b61e1eeacb97c38dee42bb5215d3c8,2c86dd852c1d9fbc31bf74b6c328593b5d16c90e,0,0,1,1,OK
same,w-okada/ttsclient,13,14,CLEAN,false,false,2026-09-16T23:47:23.960940+00:00,current-pr-heads-at-extraction; not frozen replay OIDs,git version 2.50.1 (Apple Git-155),refs/pull/N/head; --no-tags; depth 80; depth 600 retry if no merge base,git -c diff.renames=true -c diff.algorithm=myers diff --no-ext-diff --no-textconv --unified=0; default whitespace; binary paths count as files and contribute zero hunks,db4586815c07839fb02e806a76fb25686afd8b3f,64894294397e47ee29b24ab7ef8dad91754b781c,db4586815c07839fb02e806a76fb25686afd8b3f,64894294397e47ee29b24ab7ef8dad91754b781c,3c5de1d3bf53a3ae9c59cb0f46cf24fd2a064e34,1ef30602213d045fe5a2ff82498470c71d02a600,3c5de1d3bf53a3ae9c59cb0f46cf24fd2a064e34,1,1,62,598,OK
same,bolna-ai/bolna,218,219,CONFLICT,true,true,2026-09-16T23:47:32.708860+00:00,current-pr-heads-at-extraction; not frozen replay OIDs,git version 2.50.1 (Apple Git-155),refs/pull/N/head; --no-tags; depth 80; depth 600 retry if no merge base,git -c diff.renames=true -c diff.algorithm=myers diff --no-ext-diff --no-textconv --unified=0; default whitespace; binary paths count as files and contribute zero hunks,a0abf78c39f7bd37a8a284b2b93953a96471e8c3,5c9e90138d17e3bf6523c1d898142662a1e4bd4a,a0abf78c39f7bd37a8a284b2b93953a96471e8c3,5c9e90138d17e3bf6523c1d898142662a1e4bd4a,d0b4d142cb12487cc896723fce6adfd72e37341c,96b831dbeb98ff1548cbcd8b2d1e9840bc046fc5,d0b4d142cb12487cc896723fce6adfd72e37341c,9,71,9,65,OK
same,synth-inc/onit,184,186,CONFLICT,true,false,2026-09-16T23:47:39.265230+00:00,current-pr-heads-at-extraction; not frozen replay OIDs,git version 2.50.1 (Apple Git-155),refs/pull/N/head; --no-tags; depth 80; depth 600 retry if no merge base,git -c diff.renames=true -c diff.algorithm=myers diff --no-ext-diff --no-textconv --unified=0; default whitespace; binary paths count as files and contribute zero hunks,57fe9f86d20b7c143017fd5c174df645a20a45e5,48c6097f6ea4b30fe8b5db7eae6cdf3344a44fda,57fe9f86d20b7c143017fd5c174df645a20a45e5,48c6097f6ea4b30fe8b5db7eae6cdf3344a44fda,25c28385a3efeb20696d96172435750d30bc6565,25c28385a3efeb20696d96172435750d30bc6565,25c28385a3efeb20696d96172435750d30bc6565,13,34,84,328,OK
same,antiwork/shortest,332,333,CONFLICT,true,false,2026-09-16T23:47:43.112139+00:00,current-pr-heads-at-extraction; not frozen replay OIDs,git version 2.50.1 (Apple Git-155),refs/pull/N/head; --no-tags; depth 80; depth 600 retry if no merge base,git -c diff.renames=true -c diff.algorithm=myers diff --no-ext-diff --no-textconv --unified=0; default whitespace; binary paths count as files and contribute zero hunks,e818876b52f403dfbf60b7d6ab639411ac080c4d,017bf659c008b03c5860c017f3fdc27c27bcceae,e818876b52f403dfbf60b7d6ab639411ac080c4d,017bf659c008b03c5860c017f3fdc27c27bcceae,9f0c8affb2a3869f4f98eebd8f529ca3650a2006,9f0c8affb2a3869f4f98eebd8f529ca3650a2006,9f0c8affb2a3869f4f98eebd8f529ca3650a2006,82,141,83,345,OK
same,modelcontextprotocol/inspector,125,126,CLEAN,false,false,2026-09-16T23:47:46.045601+00:00,current-pr-heads-at-extraction; not frozen replay OIDs,git version 2.50.1 (Apple Git-155),refs/pull/N/head; --no-tags; depth 80; depth 600 retry if no merge base,git -c diff.renames=true -c diff.algorithm=myers diff --no-ext-diff --no-textconv --unified=0; default whitespace; binary paths count as files and contribute zero hunks,bb6ab5a85a9779fd912192e4365fb242d564796e,b7e1e9ac06e32155f0783d3e4774d635e55b0dab,bb6ab5a85a9779fd912192e4365fb242d564796e,b7e1e9ac06e32155f0783d3e4774d635e55b0dab,98e6f0e5ec66e4e9336718f8dea1f81f3b3c4664,98e6f0e5ec66e4e9336718f8dea1f81f3b3c4664,98e6f0e5ec66e4e9336718f8dea1f81f3b3c4664,9,13,2,5,OK
same,kavishdevar/librepods,177,179,CLEAN,false,false,2026-09-16T23:47:49.186795+00:00,current-pr-heads-at-extraction; not frozen replay OIDs,git version 2.50.1 (Apple Git-155),refs/pull/N/head; --no-tags; depth 80; depth 600 retry if no merge base,git -c diff.renames=true -c diff.algorithm=myers diff --no-ext-diff --no-textconv --unified=0; default whitespace; binary paths count as files and contribute zero hunks,04f941cc93551c69ce3d09b5629f1e2dd8f9361c,f6616e2f76d3fa35d460dfd34c505481ab89e804,04f941cc93551c69ce3d09b5629f1e2dd8f9361c,f6616e2f76d3fa35d460dfd34c505481ab89e804,d9359cd81a4200ba54b8a9d85e6c2aef9e2fecba,d9359cd81a4200ba54b8a9d85e6c2aef9e2fecba,d9359cd81a4200ba54b8a9d85e6c2aef9e2fecba,4,33,0,0,OK
same,kdroidFilter/ComposeNativeTray,179,180,CLEAN,false,false,2026-09-16T23:47:53.628638+00:00,current-pr-heads-at-extraction; not frozen replay OIDs,git version 2.50.1 (Apple Git-155),refs/pull/N/head; --no-tags; depth 80; depth 600 retry if no merge base,git -c diff.renames=true -c diff.algorithm=myers diff --no-ext-diff --no-textconv --unified=0; default whitespace; binary paths count as files and contribute zero hunks,0e8f83360e99eac733be4e48bc313cf46a7c4cf7,6ea09b6afef79a36db97788085681d2415df7877,0e8f83360e99eac733be4e48bc313cf46a7c4cf7,6ea09b6afef79a36db97788085681d2415df7877,3083a57f500f56d99e89cb9b0ebb3890c0065a87,0e8f83360e99eac733be4e48bc313cf46a7c4cf7,0e8f83360e99eac733be4e48bc313cf46a7c4cf7,0,0,1,10,OK
same,syncfusion/maui-toolkit,199,202,CLEAN,false,false,2026-09-16T23:47:58.144566+00:00,current-pr-heads-at-extraction; not frozen replay OIDs,git version 2.50.1 (Apple Git-155),refs/pull/N/head; --no-tags; depth 80; depth 600 retry if no merge base,git -c diff.renames=true -c diff.algorithm=myers diff --no-ext-diff --no-textconv --unified=0; default whitespace; binary paths count as files and contribute zero hunks,81c02e388a88a6130cf4f26eef06f45e4c03d897,aac944040630ec0f83e4c0fb51334f9ce276ee5a,81c02e388a88a6130cf4f26eef06f45e4c03d897,aac944040630ec0f83e4c0fb51334f9ce276ee5a,da41cba854dbef13fb613af741af3e3fd4e758c0,da41cba854dbef13fb613af741af3e3fd4e758c0,da41cba854dbef13fb613af741af3e3fd4e758c0,2,6,3,14,OK
same,docling-project/docling,1925,1926,CLEAN,false,false,2026-09-16T23:48:02.109169+00:00,current-pr-heads-at-extraction; not frozen replay OIDs,git version 2.50.1 (Apple Git-155),refs/pull/N/head; --no-tags; depth 80; depth 600 retry if no merge base,git -c diff.renames=true -c diff.algorithm=myers diff --no-ext-diff --no-textconv --unified=0; default whitespace; binary paths count as files and contribute zero hunks,9d0c20057304967930c1be11eae34670d1ef777c,e85bcb8d0b1e870f40133557103ff490171af590,9d0c20057304967930c1be11eae34670d1ef777c,e85bcb8d0b1e870f40133557103ff490171af590,2b8616d6d5e2b4ca1de587cd7a0746d3fe8e227b,cc6193b3b9907a0c40837cb0c1a9ad574546ff12,2b8616d6d5e2b4ca1de587cd7a0746d3fe8e227b,2,2,54,100546,OK
same,FritzAndFriends/SharpSite,340,342,CLEAN,false,false,2026-09-16T23:48:21.857058+00:00,current-pr-heads-at-extraction; not frozen replay OIDs,git version 2.50.1 (Apple Git-155),refs/pull/N/head; --no-tags; depth 80; depth 600 retry if no merge base,git -c diff.renames=true -c diff.algorithm=myers diff --no-ext-diff --no-textconv --unified=0; default whitespace; binary paths count as files and contribute zero hunks,41d21ac78df31ae77ad80226c1b7a32e13565f9a,1949141ca071f375762b4a77e7fc08e8eb3a60e0,41d21ac78df31ae77ad80226c1b7a32e13565f9a,1949141ca071f375762b4a77e7fc08e8eb3a60e0,b910a734a80dac6caf3b0787f6cec0b26a204556,b910a734a80dac6caf3b0787f6cec0b26a204556,b910a734a80dac6caf3b0787f6cec0b26a204556,88,165,0,0,OK
same,bespokelabsai/curator,292,304,CONFLICT,true,false,2026-09-16T23:48:25.452244+00:00,current-pr-heads-at-extraction; not frozen replay OIDs,git version 2.50.1 (Apple Git-155),refs/pull/N/head; --no-tags; depth 80; depth 600 retry if no merge base,git -c diff.renames=true -c diff.algorithm=myers diff --no-ext-diff --no-textconv --unified=0; default whitespace; binary paths count as files and contribute zero hunks,bc2b19017aedecdbd0c2305f7c369cfc2ae3f8ab,93ab901fa6ad496b03d8f520b0bc6765d85d70da,bc2b19017aedecdbd0c2305f7c369cfc2ae3f8ab,93ab901fa6ad496b03d8f520b0bc6765d85d70da,df0e78a9fe73b873220271d48a7eab76b1cb0839,df0e78a9fe73b873220271d48a7eab76b1cb0839,e8e8fe3641f2d9ebb188afbb8ad984fbb11c576d,7,19,43,231,OK
same,laiso/askrepo,8,9,CONFLICT,false,false,2026-09-16T23:48:28.919065+00:00,current-pr-heads-at-extraction; not frozen replay OIDs,git version 2.50.1 (Apple Git-155),refs/pull/N/head; --no-tags; depth 80; depth 600 retry if no merge base,git -c diff.renames=true -c diff.algorithm=myers diff --no-ext-diff --no-textconv --unified=0; default whitespace; binary paths count as files and contribute zero hunks,9eba8b326925867423f499acd5fd544615c68dd0,86f2eeae1b4e766fba14661d9f4c1ccdea88b49d,9eba8b326925867423f499acd5fd544615c68dd0,86f2eeae1b4e766fba14661d9f4c1ccdea88b49d,9a9225d68bd4f802eee18a21b47b896e7305c75b,9a9225d68bd4f802eee18a21b47b896e7305c75b,9a9225d68bd4f802eee18a21b47b896e7305c75b,13,86,13,86,OK
same,fredrikburmester/streamystats,187,189,CLEAN,false,false,2026-09-16T23:48:31.182571+00:00,current-pr-heads-at-extraction; not frozen replay OIDs,git version 2.50.1 (Apple Git-155),refs/pull/N/head; --no-tags; depth 80; depth 600 retry if no merge base,git -c diff.renames=true -c diff.algorithm=myers diff --no-ext-diff --no-textconv --unified=0; default whitespace; binary paths count as files and contribute zero hunks,fec214a9e8b06a84cf2d318cc2c0cb1ad3bd39f2,47684b9c68c870316842a41824287e89ec1fb8c4,fec214a9e8b06a84cf2d318cc2c0cb1ad3bd39f2,47684b9c68c870316842a41824287e89ec1fb8c4,5e656e9ce292d8ef98a2af7b983245be13568200,f098093c5e1a962fb51a76f3396226886ec4ad98,0577a13a45695f012067679dec47cb57d72456f2,1,3,50,217,OK
same,vlm-run/vlmrun-hub,52,54,CLEAN,false,false,2026-09-16T23:48:33.972360+00:00,current-pr-heads-at-extraction; not frozen replay OIDs,git version 2.50.1 (Apple Git-155),refs/pull/N/head; --no-tags; depth 80; depth 600 retry if no merge base,git -c diff.renames=true -c diff.algorithm=myers diff --no-ext-diff --no-textconv --unified=0; default whitespace; binary paths count as files and contribute zero hunks,7054d19dd1df17e07c574ac6a125b356c6aa6eda,bef107b6b85148811f0ae36ad9ea32765d1f877a,7054d19dd1df17e07c574ac6a125b356c6aa6eda,bef107b6b85148811f0ae36ad9ea32765d1f877a,fcd8cf8fddb3154178f145ae446670c37f1129be,324f32e2ba2fa41e8c5cb70cc57d85c1514c2b55,324f32e2ba2fa41e8c5cb70cc57d85c1514c2b55,9,20,1,1,OK
same,microsoft/debug-gym,126,129,CLEAN,false,false,2026-09-16T23:48:36.362194+00:00,current-pr-heads-at-extraction; not frozen replay OIDs,git version 2.50.1 (Apple Git-155),refs/pull/N/head; --no-tags; depth 80; depth 600 retry if no merge base,git -c diff.renames=true -c diff.algorithm=myers diff --no-ext-diff --no-textconv --unified=0; default whitespace; binary paths count as files and contribute zero hunks,8cc9b992f0fbe31191af9a55f1e3af20760b9ef7,77bff9a1962519938f93efb3062871a0648210ed,8cc9b992f0fbe31191af9a55f1e3af20760b9ef7,77bff9a1962519938f93efb3062871a0648210ed,fdc33b5e9e0f390b977e05edc7ae39a2677c298d,feaabdbe9f6500ab3cfb30d44f9dfb3c506df957,feaabdbe9f6500ab3cfb30d44f9dfb3c506df957,5,14,3,4,OK
same,kortix-ai/suna,953,954,CLEAN,false,false,2026-09-16T23:48:38.997539+00:00,current-pr-heads-at-extraction; not frozen replay OIDs,git version 2.50.1 (Apple Git-155),refs/pull/N/head; --no-tags; depth 80; depth 600 retry if no merge base,git -c diff.renames=true -c diff.algorithm=myers diff --no-ext-diff --no-textconv --unified=0; default whitespace; binary paths count as files and contribute zero hunks,037956f22be2c01ef7dc2989bc10ef7630ddcaf4,7b6619df604438f4fa57aabb1c77ee4d1aff7a2d,037956f22be2c01ef7dc2989bc10ef7630ddcaf4,7b6619df604438f4fa57aabb1c77ee4d1aff7a2d,7c0e47c650988d393f37259c13b9471e31d53418,7c0e47c650988d393f37259c13b9471e31d53418,7c0e47c650988d393f37259c13b9471e31d53418,2,9,3,6,OK
same,hyperlight-dev/hyperlight,510,512,CONFLICT,true,true,2026-09-16T23:48:47.160929+00:00,current-pr-heads-at-extraction; not frozen replay OIDs,git version 2.50.1 (Apple Git-155),refs/pull/N/head; --no-tags; depth 80; depth 600 retry if no merge base,git -c diff.renames=true -c diff.algorithm=myers diff --no-ext-diff --no-textconv --unified=0; default whitespace; binary paths count as files and contribute zero hunks,d176072b44340c6f4943d25cb46e3c3d89ea975e,5b2389d3c164e4bf1535bc437825c7e697c62fe6,d176072b44340c6f4943d25cb46e3c3d89ea975e,5b2389d3c164e4bf1535bc437825c7e697c62fe6,831a52a2fe8c03d4d90b47210d13c5df053bf7ab,a68ff5eac911cb6c89ecb1aade5f810018e57ab9,831a52a2fe8c03d4d90b47210d13c5df053bf7ab,5,22,738,623,OK
same,voideditor/void,715,724,CLEAN,false,false,2026-09-16T23:48:49.985117+00:00,current-pr-heads-at-extraction; not frozen replay OIDs,git version 2.50.1 (Apple Git-155),refs/pull/N/head; --no-tags; depth 80; depth 600 retry if no merge base,git -c diff.renames=true -c diff.algorithm=myers diff --no-ext-diff --no-textconv --unified=0; default whitespace; binary paths count as files and contribute zero hunks,bf6ffb8d0586bfac66be3e8923c127c00b46bf43,f490953df3f3e49961b12676193872cca8346d03,bf6ffb8d0586bfac66be3e8923c127c00b46bf43,f490953df3f3e49961b12676193872cca8346d03,3ec6973a0f72248c4d4e2d97e2b3c304f96b7383,b3166e7ef2aefbdfeb139445fdf248a561b85d4d,7b14f0ca7323cf467409e52fc02058546ba75919,2,16,14,26,OK
same,neondatabase-labs/mcp-server-neon,41,51,CONFLICT,true,true,2026-09-16T23:49:01.141370+00:00,current-pr-heads-at-extraction; not frozen replay OIDs,git version 2.50.1 (Apple Git-155),refs/pull/N/head; --no-tags; depth 80; depth 600 retry if no merge base,git -c diff.renames=true -c diff.algorithm=myers diff --no-ext-diff --no-textconv --unified=0; default whitespace; binary paths count as files and contribute zero hunks,1a2b135e8b06d71a3507e3a6be917fd9105125c9,88244c4f9ebaa21c7e6fabd0013d36d42b7c2979,1a2b135e8b06d71a3507e3a6be917fd9105125c9,88244c4f9ebaa21c7e6fabd0013d36d42b7c2979,5641d6766ea39a8321eaacffc7703a3254742f60,a62a1d82598e163e59bbcd62362e9241720c1401,5641d6766ea39a8321eaacffc7703a3254742f60,2,2,35,380,OK
same,jlowin/fastmcp,490,492,CLEAN,false,false,2026-09-16T23:49:03.878114+00:00,current-pr-heads-at-extraction; not frozen replay OIDs,git version 2.50.1 (Apple Git-155),refs/pull/N/head; --no-tags; depth 80; depth 600 retry if no merge base,git -c diff.renames=true -c diff.algorithm=myers diff --no-ext-diff --no-textconv --unified=0; default whitespace; binary paths count as files and contribute zero hunks,b67a5a5aeff2846d8683a19f354a331492f59822,ef7e6b5cb2b3d25eac2f7d6bafa12de4d2621c6e,b67a5a5aeff2846d8683a19f354a331492f59822,ef7e6b5cb2b3d25eac2f7d6bafa12de4d2621c6e,f180e11b916ef3ed2d1109d07a136e0bd1260aa8,f04eb897a160a3be5abb76a495c361500973541e,f180e11b916ef3ed2d1109d07a136e0bd1260aa8,10,41,8,59,OK
same,ag2ai/build-with-ag2,8,9,CLEAN,false,false,2026-09-16T23:49:06.875907+00:00,current-pr-heads-at-extraction; not frozen replay OIDs,git version 2.50.1 (Apple Git-155),refs/pull/N/head; --no-tags; depth 80; depth 600 retry if no merge base,git -c diff.renames=true -c diff.algorithm=myers diff --no-ext-diff --no-textconv --unified=0; default whitespace; binary paths count as files and contribute zero hunks,89bcd85a27cc031f0463de3d9498e92846ef0a96,f81bb6590bb5893b6aedadf76fa87051a4a71f36,89bcd85a27cc031f0463de3d9498e92846ef0a96,f81bb6590bb5893b6aedadf76fa87051a4a71f36,053eef6917215ddc6cfea8160759cc02e23ac6ad,053eef6917215ddc6cfea8160759cc02e23ac6ad,053eef6917215ddc6cfea8160759cc02e23ac6ad,1,1,1,1,OK
same,test-zeus-ai/testzeus-hercules,60,61,CONFLICT,true,false,2026-09-16T23:49:14.627934+00:00,current-pr-heads-at-extraction; not frozen replay OIDs,git version 2.50.1 (Apple Git-155),refs/pull/N/head; --no-tags; depth 80; depth 600 retry if no merge base,git -c diff.renames=true -c diff.algorithm=myers diff --no-ext-diff --no-textconv --unified=0; default whitespace; binary paths count as files and contribute zero hunks,b68a4e91aff079196fd1b51b234e892a7eaadec4,0c15b639c7fda0dcdcb9d486d9775da0e4c277c7,b68a4e91aff079196fd1b51b234e892a7eaadec4,0c15b639c7fda0dcdcb9d486d9775da0e4c277c7,2e94dd24912a3abcf4fd255f2b4860c74273cb15,59c0e62cee3e9e12a486d470f7280ae8071beba5,78160c2ebb1704aec5017db67ad0e411a100baa3,113,1357,89,264,OK
same,mendableai/firecrawl-mcp-server,72,73,CLEAN,false,false,2026-09-16T23:49:21.057147+00:00,current-pr-heads-at-extraction; not frozen replay OIDs,git version 2.50.1 (Apple Git-155),refs/pull/N/head; --no-tags; depth 80; depth 600 retry if no merge base,git -c diff.renames=true -c diff.algorithm=myers diff --no-ext-diff --no-textconv --unified=0; default whitespace; binary paths count as files and contribute zero hunks,bf6e21e9646291a25ed3f3af7bb15cbcce3f5363,d8a14c3ea00f12b59fa956b79460fe77b6e63933,bf6e21e9646291a25ed3f3af7bb15cbcce3f5363,d8a14c3ea00f12b59fa956b79460fe77b6e63933,d8e8d281f6cb9f7a8829f5e7ab8a197c085e8041,d8e8d281f6cb9f7a8829f5e7ab8a197c085e8041,d8e8d281f6cb9f7a8829f5e7ab8a197c085e8041,1,7,2,4,OK
same,logiscape/mcp-sdk-php,27,28,CLEAN,false,false,2026-09-16T23:49:23.901251+00:00,current-pr-heads-at-extraction; not frozen replay OIDs,git version 2.50.1 (Apple Git-155),refs/pull/N/head; --no-tags; depth 80; depth 600 retry if no merge base,git -c diff.renames=true -c diff.algorithm=myers diff --no-ext-diff --no-textconv --unified=0; default whitespace; binary paths count as files and contribute zero hunks,16af9278d57a340dc4e7f7ec24a348de98ed1dbd,40e24f0170f63b5829eeef3d1de5588992d7d515,16af9278d57a340dc4e7f7ec24a348de98ed1dbd,40e24f0170f63b5829eeef3d1de5588992d7d515,19dbf903525f7a271eadd395c8152ef850fab15a,19dbf903525f7a271eadd395c8152ef850fab15a,19dbf903525f7a271eadd395c8152ef850fab15a,2,8,1,1,OK
same,BasedHardware/omi,2006,2009,CONFLICT,true,false,2026-09-16T23:49:26.201539+00:00,current-pr-heads-at-extraction; not frozen replay OIDs,git version 2.50.1 (Apple Git-155),refs/pull/N/head; --no-tags; depth 80; depth 600 retry if no merge base,git -c diff.renames=true -c diff.algorithm=myers diff --no-ext-diff --no-textconv --unified=0; default whitespace; binary paths count as files and contribute zero hunks,c46a25385eddc1875aed3921e4656e8776614da4,83710ae44ab81ea7de7bd06878da1cd81827b420,c46a25385eddc1875aed3921e4656e8776614da4,83710ae44ab81ea7de7bd06878da1cd81827b420,dca508d91f25a58e385ebe64ef1b755fa7ac0eb2,dca508d91f25a58e385ebe64ef1b755fa7ac0eb2,dca508d91f25a58e385ebe64ef1b755fa7ac0eb2,16,23,6,12,OK
same,sunithvs/devb.io,98,99,CLEAN,false,false,2026-09-16T23:51:00.620387+00:00,current-pr-heads-at-extraction; not frozen replay OIDs,git version 2.50.1 (Apple Git-155),refs/pull/N/head; --no-tags; depth 80; depth 600 retry if no merge base,git -c diff.renames=true -c diff.algorithm=myers diff --no-ext-diff --no-textconv --unified=0; default whitespace; binary paths count as files and contribute zero hunks,804ef522c73fbe22bcfa97d90eeee2cb6fbd6fa9,025115e0822a03028a38f8aa2195a3a0b1e75db5,804ef522c73fbe22bcfa97d90eeee2cb6fbd6fa9,025115e0822a03028a38f8aa2195a3a0b1e75db5,acb5c766832a9e291641889ff105f74b3ac1c92f,acb5c766832a9e291641889ff105f74b3ac1c92f,acb5c766832a9e291641889ff105f74b3ac1c92f,1,2,1,3,OK
same,ag2ai/ag2,693,711,CLEAN,false,false,2026-09-16T23:51:04.887536+00:00,current-pr-heads-at-extraction; not frozen replay OIDs,git version 2.50.1 (Apple Git-155),refs/pull/N/head; --no-tags; depth 80; depth 600 retry if no merge base,git -c diff.renames=true -c diff.algorithm=myers diff --no-ext-diff --no-textconv --unified=0; default whitespace; binary paths count as files and contribute zero hunks,f25cbd978a13ab4337606d472fddec2cf22080a4,539f838cfa1ce688d618ad9bf4e920e0f32452a8,f25cbd978a13ab4337606d472fddec2cf22080a4,539f838cfa1ce688d618ad9bf4e920e0f32452a8,ee8ff17c2190c4b9bfbe9ec09cf923bd50a145b7,893bc9ac2a399dc8931d62eddea4aa98d518479e,e2e6607540607ee99bca5ed21e85ce0ed8382927,26,26,502,1554,OK
same,appdotbuild/agent,75,76,UNAVAIL_fetch,false,false,2026-09-16T23:51:18.000490+00:00,current-pr-heads-at-extraction; not frozen replay OIDs,git version 2.50.1 (Apple Git-155),refs/pull/N/head; --no-tags; depth 80; depth 600 retry if no merge base,git -c diff.renames=true -c diff.algorithm=myers diff --no-ext-diff --no-textconv --unified=0; default whitespace; binary paths count as files and contribute zero hunks,,,,,,,,,,,,UNAVAIL_fetch
same,pgdogdev/pgdog,234,235,CLEAN,false,false,2026-09-16T23:51:18.001120+00:00,current-pr-heads-at-extraction; not frozen replay OIDs,git version 2.50.1 (Apple Git-155),refs/pull/N/head; --no-tags; depth 80; depth 600 retry if no merge base,git -c diff.renames=true -c diff.algorithm=myers diff --no-ext-diff --no-textconv --unified=0; default whitespace; binary paths count as files and contribute zero hunks,3e9d16c3db0be7f1acb4184a62ce6214d7aebecf,823dafb45fa909942e7c0409a5a99f24935ae468,3e9d16c3db0be7f1acb4184a62ce6214d7aebecf,823dafb45fa909942e7c0409a5a99f24935ae468,4a50c3537b98fceafbfa86c0973021626c40f3e0,4a50c3537b98fceafbfa86c0973021626c40f3e0,4a50c3537b98fceafbfa86c0973021626c40f3e0,3,5,9,18,OK
same,hotovo/aider-desk,159,163,CLEAN,false,false,2026-09-16T23:51:21.272943+00:00,current-pr-heads-at-extraction; not frozen replay OIDs,git version 2.50.1 (Apple Git-155),refs/pull/N/head; --no-tags; depth 80; depth 600 retry if no merge base,git -c diff.renames=true -c diff.algorithm=myers diff --no-ext-diff --no-textconv --unified=0; default whitespace; binary paths count as files and contribute zero hunks,c3b05794e33f2f3c0686b223f8ecdad5bec1dd15,47e42fe24b6a64e7bf34be300ed57b1e02015e85,c3b05794e33f2f3c0686b223f8ecdad5bec1dd15,47e42fe24b6a64e7bf34be300ed57b1e02015e85,b39c6408329a6f20d6b474472e5848e7f22a5318,f89a7f6d2176c07bf27eda10e4b41647401385ba,b39c6408329a6f20d6b474472e5848e7f22a5318,2,12,7,21,OK
same,WorkflowAI/WorkflowAI,370,371,CLEAN,false,false,2026-09-16T23:51:24.916296+00:00,current-pr-heads-at-extraction; not frozen replay OIDs,git version 2.50.1 (Apple Git-155),refs/pull/N/head; --no-tags; depth 80; depth 600 retry if no merge base,git -c diff.renames=true -c diff.algorithm=myers diff --no-ext-diff --no-textconv --unified=0; default whitespace; binary paths count as files and contribute zero hunks,e72d19c419fa713978c360ffb3f1239d1212913a,d75d95a653fa478fdc1d3e3f170f3d9704935d25,e72d19c419fa713978c360ffb3f1239d1212913a,d75d95a653fa478fdc1d3e3f170f3d9704935d25,9b931e652fe6c2abe5c50d517f57c572b5a8489b,9b931e652fe6c2abe5c50d517f57c572b5a8489b,9b931e652fe6c2abe5c50d517f57c572b5a8489b,4,17,12,15,OK
same,grll/mcpadapt,57,58,CLEAN,false,false,2026-09-16T23:51:34.306325+00:00,current-pr-heads-at-extraction; not frozen replay OIDs,git version 2.50.1 (Apple Git-155),refs/pull/N/head; --no-tags; depth 80; depth 600 retry if no merge base,git -c diff.renames=true -c diff.algorithm=myers diff --no-ext-diff --no-textconv --unified=0; default whitespace; binary paths count as files and contribute zero hunks,527dfbad124805cbc38c991b77049b658018d88d,34a346714fca3794c55d6c1283f8d2cdd9cb957f,527dfbad124805cbc38c991b77049b658018d88d,34a346714fca3794c55d6c1283f8d2cdd9cb957f,f7feea758f91a45a48c07d2c19790d0e1d20a967,f7feea758f91a45a48c07d2c19790d0e1d20a967,f7feea758f91a45a48c07d2c19790d0e1d20a967,1,1,1,1,OK
same,openai/openai-realtime-agents,56,58,CLEAN,false,false,2026-09-16T23:51:37.133102+00:00,current-pr-heads-at-extraction; not frozen replay OIDs,git version 2.50.1 (Apple Git-155),refs/pull/N/head; --no-tags; depth 80; depth 600 retry if no merge base,git -c diff.renames=true -c diff.algorithm=myers diff --no-ext-diff --no-textconv --unified=0; default whitespace; binary paths count as files and contribute zero hunks,f37765b9aca04bc4339bcf12bd7474236b7cf3e5,f37765b9aca04bc4339bcf12bd7474236b7cf3e5,f37765b9aca04bc4339bcf12bd7474236b7cf3e5,f37765b9aca04bc4339bcf12bd7474236b7cf3e5,d42c94fc2ab049aebe852f615402939a146a675d,d42c94fc2ab049aebe852f615402939a146a675d,f37765b9aca04bc4339bcf12bd7474236b7cf3e5,0,0,0,0,OK
